Date,Item,Quantity Sold,Price per Unit,Total Sales ($)
2024-07-08,Espresso,17,3.25,55.25
2024-07-08,Muffin,44,5.31,233.64
2024-07-08,Croissant,30,5.4,162.0
2024-07-08,Sandwich,28,4.95,138.6
2024-07-08,Cake,8,5.77,46.16
2024-07-08,Smoothie,6,3.92,23.52
2024-07-09,Coffee,30,6.69,200.7
2024-07-09,Tea,31,2.79,86.49
2024-07-09,Cappuccino,16,5.48,87.68
2024-07-09,Latte,21,3.55,74.55
2024-07-09,Espresso,7,7.54,52.78
2024-07-09,Muffin,25,7.49,187.25
2024-07-09,Croissant,44,4.86,213.84
2024-07-09,Sandwich,38,6.49,246.62
2024-07-09,Cake,11,6.83,75.13
2024-07-09,Smoothie,40,7.01,280.4
2024-07-10,Coffee,49,3.22,157.78
2024-07-10,Tea,22,3.34,73.48
2024-07-10,Cappuccino,32,3.95,126.4
2024-07-10,Latte,35,3.05,106.75
2024-07-10,Espresso,47,3.01,141.47
2024-07-10,Muffin,5,4.09,20.45
2024-07-10,Croissant,19,6.03,114.57
2024-07-10,Sandwich,23,7.96,183.08
2024-07-10,Cake,22,3.9,85.8
2024-07-10,Smoothie,30,4.71,141.3
2024-07-11,Coffee,12,7.19,86.28
2024-07-11,Tea,45,3.71,166.95
2024-07-11,Cappuccino,47,7.46,350.62
2024-07-11,Latte,20,5.48,109.6
2024-07-11,Espresso,32,6.8,217.6
2024-07-11,Muffin,48,4.92,236.16
2024-07-11,Croissant,26,3.09,80.34
2024-07-11,Sandwich,21,4.39,92.19
2024-07-11,Cake,34,7.05,239.7
2024-07-11,Smoothie,5,2.89,14.45
2024-07-12,Coffee,8,6.51,52.08
2024-07-12,Tea,29,2.61,75.69
2024-07-12,Cappuccino,40,3.69,147.6
2024-07-12,Latte,24,2.75,66.0
2024-07-12,Espresso,42,3.54,148.68
2024-07-12,Muffin,14,5.19,72.66
2024-07-12,Croissant,28,6.69,187.32
2024-07-12,Sandwich,46,3.86,177.56
2024-07-12,Cake,42,7.55,317.1
2024-07-12,Smoothie,29,3.77,109.33
2024-07-13,Coffee,29,3.5,101.5
2024-07-13,Tea,34,4.16,141.44
2024-07-13,Cappuccino,21,3.23,67.83
2024-07-13,Latte,38,7.19,273.22
2024-07-13,Espresso,21,5.57,116.97
2024-07-13,Muffin,22,6.67,146.74
2024-07-13,Croissant,46,4.76,218.96
2024-07-13,Sandwich,20,4.57,91.4
2024-07-13,Cake,22,3.26,71.72
2024-07-13,Smoothie,45,7.8,351.0
2024-07-14,Coffee,41,7.17,293.97
2024-07-14,Tea,9,4.05,36.45
2024-07-14,Cappuccino,23,4.44,102.12
2024-07-14,Latte,34,4.91,166.94
2024-07-14,Espresso,17,6.84,116.28
2024-07-14,Muffin,45,7.82,351.9
2024-07-14,Croissant,24,5.81,139.44
2024-07-14,Sandwich,21,3.15,66.15
2024-07-14,Cake,11,5.09,55.99
2024-07-14,Smoothie,15,3.97,59.55
2024-07-15,Coffee,12,3.71,44.52
2024-07-15,Tea,17,2.86,48.62
2024-07-15,Cappuccino,47,4.34,203.98
2024-07-15,Latte,23,3.16,72.68
2024-07-15,Espresso,23,7.59,174.57
2024-07-15,Muffin,5,4.26,21.3
2024-07-15,Croissant,48,3.58,171.84
2024-07-15,Sandwich,15,3.74,56.1
2024-07-15,Cake,29,2.98,86.42
2024-07-15,Smoothie,26,2.99,77.74
2024-07-16,Coffee,25,4.24,106.0
2024-07-16,Tea,24,7.47,179.28
2024-07-16,Cappuccino,15,7.3,109.5
2024-07-16,Latte,46,6.34,291.64
2024-07-16,Espresso,10,7.08,70.8
2024-07-16,Muffin,32,6.88,220.16
2024-07-16,Croissant,49,7.33,359.17
2024-07-16,Sandwich,20,7.99,159.8
2024-07-16,Cake,36,5.02,180.72
2024-07-16,Smoothie,16,4.49,71.84
2024-07-17,Coffee,18,2.82,50.76
2024-07-17,Tea,29,5.26,152.54
2024-07-17,Cappuccino,26,7.2,187.2
2024-07-17,Latte,12,5.13,61.56
2024-07-17,Espresso,34,7.79,264.86
2024-07-17,Muffin,28,7.54,211.12
2024-07-17,Croissant,38,3.05,115.9
2024-07-17,Sandwich,34,7.52,255.68
2024-07-17,Cake,26,4.57,118.82
2024-07-17,Smoothie,49,6.01,294.49
2024-07-18,Coffee,39,4.95,193.05
2024-07-18,Tea,27,3.77,101.79
2024-07-18,Cappuccino,48,5.28,253.44
2024-07-18,Latte,43,4.37,187.91
2024-07-18,Espresso,30,5.48,164.4
2024-07-18,Muffin,48,5.84,280.32
2024-07-18,Croissant,20,3.06,61.2
2024-07-18,Sandwich,5,5.98,29.9
2024-07-18,Cake,37,6.05,223.85
2024-07-18,Smoothie,48,7.55,362.4
2024-07-19,Coffee,43,5.36,230.48
2024-07-19,Tea,5,3.55,17.75
2024-07-19,Cappuccino,28,4.81,134.68
2024-07-19,Latte,11,4.91,54.01
2024-07-19,Espresso,34,4.24,144.16
2024-07-19,Muffin,11,3.86,42.46
2024-07-19,Croissant,22,5.09,111.98
2024-07-19,Sandwich,17,2.69,45.73
2024-07-19,Cake,14,4.74,66.36
2024-07-19,Smoothie,26,6.61,171.86
2024-07-20,Coffee,15,4.0,60.0
2024-07-20,Tea,33,5.48,180.84
2024-07-20,Cappuccino,17,3.29,55.93
2024-07-20,Latte,49,6.99,342.51
2024-07-20,Espresso,21,5.31,111.51
2024-07-20,Muffin,6,5.04,30.24
2024-07-20,Croissant,16,7.96,127.36
2024-07-20,Sandwich,14,4.4,61.6
2024-07-20,Cake,28,4.28,119.84
2024-07-20,Smoothie,49,3.05,149.45
2024-07-21,Coffee,48,7.93,380.64
2024-07-21,Tea,19,6.31,119.89
2024-07-21,Cappuccino,46,4.51,207.46
2024-07-21,Latte,32,7.52,240.64
2024-07-21,Espresso,19,6.71,127.49
2024-07-21,Muffin,21,5.24,110.04
2024-07-21,Croissant,13,4.7,61.1
2024-07-21,Sandwich,40,5.73,229.2
2024-07-21,Cake,49,4.44,217.56
2024-07-21,Smoothie,37,4.86,179.82
2024-07-22,Coffee,20,6.93,138.6
2024-07-22,Tea,45,2.58,116.1
2024-07-22,Cappuccino,18,2.77,49.86
2024-07-22,Latte,42,4.85,203.7
2024-07-22,Espresso,22,5.56,122.32
2024-07-22,Muffin,34,5.59,190.06
2024-07-22,Croissant,15,3.76,56.4
2024-07-22,Sandwich,47,5.51,258.97
2024-07-22,Cake,15,3.55,53.25
2024-07-22,Smoothie,41,3.13,128.33
2024-07-23,Coffee,11,2.71,29.81
2024-07-23,Tea,43,2.96,127.28
2024-07-23,Cappuccino,38,5.0,190.0
2024-07-23,Latte,37,4.83,178.71
2024-07-23,Espresso,16,5.98,95.68
2024-07-23,Muffin,34,2.57,87.38
2024-07-23,Croissant,35,3.56,124.6
2024-07-23,Sandwich,9,5.4,48.6
2024-07-23,Cake,20,7.1,142.0
2024-07-23,Smoothie,10,2.69,26.9
2024-07-24,Coffee,48,7.52,360.96
2024-07-24,Tea,11,7.57,83.27
2024-07-24,Cappuccino,34,6.26,212.84
2024-07-24,Latte,32,3.24,103.68
2024-07-24,Espresso,10,4.76,47.6
2024-07-24,Muffin,32,7.45,238.4
2024-07-24,Croissant,49,5.15,252.35
2024-07-24,Sandwich,11,4.72,51.92
2024-07-24,Cake,27,3.83,103.41
2024-07-24,Smoothie,26,4.7,122.2
2024-07-25,Coffee,45,6.97,313.65
2024-07-25,Tea,41,4.63,189.83
2024-07-25,Cappuccino,40,3.82,152.8
2024-07-25,Latte,47,2.58,121.26
2024-07-25,Espresso,36,3.4,122.4
2024-07-25,Muffin,42,4.17,175.14
2024-07-25,Croissant,30,4.13,123.9
2024-07-25,Sandwich,38,7.55,286.9
2024-07-25,Cake,41,3.24,132.84
2024-07-25,Smoothie,38,6.18,234.84
2024-07-26,Coffee,24,4.41,105.84
2024-07-26,Tea,32,2.95,94.4
2024-07-26,Cappuccino,24,6.12,146.88
2024-07-26,Latte,43,4.93,211.99
2024-07-26,Espresso,20,2.61,52.2
2024-07-26,Muffin,40,4.81,192.4
2024-07-26,Croissant,20,3.48,69.6
2024-07-26,Sandwich,33,4.27,140.91
2024-07-26,Cake,50,2.78,139.0
2024-07-26,Smoothie,16,4.46,71.36
2024-07-27,Coffee,31,6.19,191.89
2024-07-27,Tea,35,7.03,246.05
2024-07-27,Cappuccino,23,7.49,172.27
2024-07-27,Latte,15,3.54,53.1
2024-07-27,Espresso,33,7.09,233.97
2024-07-27,Muffin,10,6.06,60.6
2024-07-27,Croissant,31,4.06,125.86
2024-07-27,Sandwich,26,3.97,103.22
2024-07-27,Cake,35,7.59,265.65
2024-07-27,Smoothie,9,7.0,63.0
2024-07-28,Coffee,32,4.03,128.96
2024-07-28,Tea,10,3.8,38.0
2024-07-28,Cappuccino,9,6.18,55.62
2024-07-28,Latte,16,6.09,97.44
2024-07-28,Espresso,40,6.09,243.6
2024-07-28,Muffin,48,6.56,314.88
2024-07-28,Croissant,40,3.79,151.6
2024-07-28,Sandwich,12,5.93,71.16
2024-07-28,Cake,16,5.32,85.12
2024-07-28,Smoothie,47,4.59,215.73
2024-07-29,Coffee,50,5.83,291.5
2024-07-29,Tea,18,5.62,101.16
2024-07-29,Cappuccino,35,4.72,165.2
2024-07-29,Latte,36,3.61,129.96
2024-07-29,Espresso,41,7.11,291.51
2024-07-29,Muffin,34,4.19,142.46
2024-07-29,Croissant,26,6.78,176.28
2024-07-29,Sandwich,6,3.2,19.2
2024-07-29,Cake,37,2.58,95.46
2024-07-29,Smoothie,28,5.17,144.76
2024-07-30,Coffee,37,7.8,288.6
2024-07-30,Tea,35,4.91,171.85
2024-07-30,Cappuccino,25,7.88,197.0
2024-07-30,Latte,41,3.04,124.64
2024-07-30,Espresso,42,5.59,234.78
2024-07-30,Muffin,49,2.92,143.08
2024-07-30,Croissant,11,4.7,51.7
2024-07-30,Sandwich,14,7.12,99.68
2024-07-30,Cake,24,4.32,103.68
2024-07-30,Smoothie,33,3.23,106.59
2024-07-31,Coffee,35,4.46,156.1
2024-07-31,Tea,31,7.72,239.32
2024-07-31,Cappuccino,24,6.5,156.0
2024-07-31,Latte,43,6.18,265.74
2024-07-31,Espresso,15,7.76,116.4
2024-07-31,Muffin,42,7.62,320.04
2024-07-31,Croissant,15,3.69,55.35
2024-07-31,Sandwich,39,6.51,253.89
2024-07-31,Cake,30,4.01,120.3
2024-07-31,Smoothie,22,3.1,68.2
2024-08-01,Coffee,25,3.58,89.5
2024-08-01,Tea,5,5.88,29.4
2024-08-01,Cappuccino,24,3.47,83.28
2024-08-01,Latte,41,5.39,220.99
2024-08-01,Espresso,42,7.94,333.48
2024-08-01,Muffin,29,5.39,156.31
2024-08-01,Croissant,47,7.99,375.53
2024-08-01,Sandwich,39,7.68,299.52
2024-08-01,Cake,33,6.26,206.58
2024-08-01,Smoothie,24,6.23,149.52
2024-08-02,Coffee,44,4.27,187.88
2024-08-02,Tea,14,7.35,102.9
2024-08-02,Cappuccino,43,6.75,290.25
2024-08-02,Latte,29,3.32,96.28
2024-08-02,Espresso,12,6.78,81.36
2024-08-02,Muffin,30,3.87,116.1
2024-08-02,Croissant,12,4.23,50.76
2024-08-02,Sandwich,25,4.68,117.0
2024-08-02,Cake,12,6.25,75.0
2024-08-02,Smoothie,35,7.59,265.65
2024-08-03,Coffee,8,5.31,42.48
2024-08-03,Tea,24,4.75,114.0
2024-08-03,Cappuccino,43,5.36,230.48
2024-08-03,Latte,27,5.07,136.89
2024-08-03,Espresso,29,7.08,205.32
2024-08-03,Muffin,26,3.02,78.52
2024-08-03,Croissant,27,4.71,127.17
2024-08-03,Sandwich,13,5.39,70.07
2024-08-03,Cake,10,4.74,47.4
2024-08-03,Smoothie,12,5.53,66.36
2024-08-04,Coffee,5,7.79,38.95
2024-08-04,Tea,32,6.31,201.92
2024-08-04,Cappuccino,38,5.85,222.3
2024-08-04,Latte,44,5.15,226.6
2024-08-04,Espresso,8,2.54,20.32
2024-08-04,Muffin,30,5.0,150.0
2024-08-04,Croissant,47,3.01,141.47
2024-08-04,Sandwich,22,5.08,111.76
2024-08-04,Cake,17,4.13,70.21
2024-08-04,Smoothie,22,3.62,79.64
2024-08-05,Coffee,28,2.55,71.4
2024-08-05,Tea,22,3.18,69.96
2024-08-05,Cappuccino,26,7.24,188.24
2024-08-05,Latte,27,5.46,147.42
2024-08-05,Espresso,42,7.89,331.38
2024-08-05,Muffin,12,4.89,58.68
2024-08-05,Croissant,5,7.49,37.45
2024-08-05,Sandwich,29,5.86,169.94
2024-08-05,Cake,21,4.61,96.81
2024-08-05,Smoothie,42,4.64,194.88
2024-08-06,Coffee,9,5.58,50.22
2024-08-06,Tea,31,7.21,223.51
2024-08-06,Cappuccino,20,2.75,55.0
2024-08-06,Latte,29,3.82,110.78
2024-08-06,Espresso,48,5.81,278.88
2024-08-06,Muffin,44,2.71,119.24
2024-08-06,Croissant,15,5.14,77.1
2024-08-06,Sandwich,45,3.55,159.75
2024-08-06,Cake,34,7.09,241.06
2024-08-06,Smoothie,29,5.36,155.44
2024-08-07,Coffee,16,7.64,122.24
2024-08-07,Tea,6,3.33,19.98
2024-08-07,Cappuccino,38,4.66,177.08
2024-08-07,Latte,33,3.71,122.43
2024-08-07,Espresso,44,3.49,153.56
2024-08-07,Muffin,50,2.59,129.5
2024-08-07,Croissant,44,2.51,110.44
2024-08-07,Sandwich,27,6.14,165.78
2024-08-07,Cake,14,6.4,89.6
2024-08-07,Smoothie,21,5.08,106.68
2024-08-08,Coffee,46,4.63,212.98
2024-08-08,Tea,25,3.8,95.0
2024-08-08,Cappuccino,25,2.93,73.25
2024-08-08,Latte,34,4.89,166.26
2024-08-08,Espresso,17,5.89,100.13
2024-08-08,Muffin,32,7.42,237.44
2024-08-08,Croissant,18,5.13,92.34
2024-08-08,Sandwich,42,7.71,323.82
2024-08-08,Cake,23,3.03,69.69
2024-08-08,Smoothie,22,6.91,152.02
2024-08-09,Coffee,10,3.55,35.5
2024-08-09,Tea,40,7.89,315.6
2024-08-09,Cappuccino,43,5.07,218.01
2024-08-09,Latte,19,5.5,104.5
2024-08-09,Espresso,36,2.82,101.52
2024-08-09,Muffin,36,4.37,157.32
2024-08-09,Croissant,34,3.8,129.2
2024-08-09,Sandwich,9,3.69,33.21
2024-08-09,Cake,21,5.61,117.81
2024-08-09,Smoothie,6,7.21,43.26
2024-08-10,Coffee,38,3.56,135.28
2024-08-10,Tea,39,3.72,145.08
2024-08-10,Cappuccino,26,5.91,153.66
2024-08-10,Latte,41,6.99,286.59
2024-08-10,Espresso,23,4.49,103.27
2024-08-10,Muffin,48,5.37,257.76
2024-08-10,Croissant,7,4.61,32.27
2024-08-10,Sandwich,15,3.9,58.5
2024-08-10,Cake,8,6.87,54.96
2024-08-10,Smoothie,22,5.91,130.02
2024-08-11,Coffee,40,4.4,176.0
2024-08-11,Tea,36,2.64,95.04
2024-08-11,Cappuccino,13,3.07,39.91
2024-08-11,Latte,6,6.11,36.66
2024-08-11,Espresso,14,4.53,63.42
2024-08-11,Muffin,27,4.14,111.78
2024-08-11,Croissant,17,6.06,103.02
2024-08-11,Sandwich,25,7.7,192.5
2024-08-11,Cake,21,7.63,160.23
2024-08-11,Smoothie,23,7.52,172.96
2024-08-12,Coffee,23,3.45,79.35
2024-08-12,Tea,16,6.57,105.12
2024-08-12,Cappuccino,22,3.27,71.94
2024-08-12,Latte,34,6.42,218.28
2024-08-12,Espresso,10,3.03,30.3
2024-08-12,Muffin,21,6.32,132.72
2024-08-12,Croissant,19,4.01,76.19
2024-08-12,Sandwich,23,7.36,169.28
2024-08-12,Cake,11,6.6,72.6
2024-08-12,Smoothie,44,4.77,209.88
2024-08-13,Coffee,18,3.45,62.1
2024-08-13,Tea,48,7.77,372.96
2024-08-13,Cappuccino,27,6.37,171.99
2024-08-13,Latte,17,5.65,96.05
2024-08-13,Espresso,32,4.11,131.52
2024-08-13,Muffin,9,5.34,48.06
2024-08-13,Croissant,50,5.19,259.5
2024-08-13,Sandwich,21,2.93,61.53
2024-08-13,Cake,10,4.18,41.8
2024-08-13,Smoothie,18,3.74,67.32
2024-08-14,Coffee,29,5.77,167.33
2024-08-14,Tea,23,4.09,94.07
2024-08-14,Cappuccino,25,6.83,170.75
2024-08-14,Latte,24,4.94,118.56
2024-08-14,Espresso,40,7.9,316.0
2024-08-14,Muffin,46,4.66,214.36
2024-08-14,Croissant,16,7.1,113.6
2024-08-14,Sandwich,44,3.6,158.4
2024-08-14,Cake,22,3.72,81.84
2024-08-14,Smoothie,6,7.9,47.4
2024-08-15,Coffee,39,7.38,287.82
2024-08-15,Tea,28,7.93,222.04
2024-08-15,Cappuccino,32,5.12,163.84
2024-08-15,Latte,42,7.93,333.06
2024-08-15,Espresso,36,2.78,100.08
2024-08-15,Muffin,18,2.69,48.42
2024-08-15,Croissant,30,5.5,165.0
2024-08-15,Sandwich,32,7.0,224.0
2024-08-15,Cake,24,7.89,189.36
2024-08-15,Smoothie,6,4.93,29.58
2024-08-16,Coffee,33,7.86,259.38
2024-08-16,Tea,29,5.27,152.83
2024-08-16,Cappuccino,18,5.29,95.22
2024-08-16,Latte,18,7.27,130.86
2024-08-16,Espresso,15,7.63,114.45
2024-08-16,Muffin,34,6.85,232.9
2024-08-16,Croissant,13,6.32,82.16
2024-08-16,Sandwich,27,7.18,193.86
2024-08-16,Cake,27,5.7,153.9
2024-08-16,Smoothie,15,5.99,89.85
2024-08-17,Coffee,6,5.9,35.4
2024-08-17,Tea,37,5.57,206.09
2024-08-17,Cappuccino,16,4.17,66.72
2024-08-17,Latte,8,6.66,53.28
2024-08-17,Espresso,40,7.38,295.2
2024-08-17,Muffin,28,6.06,169.68
2024-08-17,Croissant,48,5.63,270.24
2024-08-17,Sandwich,43,4.55,195.65
2024-08-17,Cake,49,5.49,269.01
2024-08-17,Smoothie,49,4.08,199.92
2024-08-18,Coffee,35,7.84,274.4
2024-08-18,Tea,44,7.33,322.52
2024-08-18,Cappuccino,26,6.54,170.04
2024-08-18,Latte,10,7.73,77.3
2024-08-18,Espresso,21,3.74,78.54
2024-08-18,Muffin,8,3.82,30.56
2024-08-18,Croissant,18,2.74,49.32
2024-08-18,Sandwich,23,6.01,138.23
2024-08-18,Cake,12,5.96,71.52
2024-08-18,Smoothie,32,5.69,182.08
2024-08-19,Coffee,13,4.72,61.36
2024-08-19,Tea,46,6.41,294.86
2024-08-19,Cappuccino,36,4.53,163.08
2024-08-19,Latte,39,7.36,287.04
2024-08-19,Espresso,50,5.14,257.0
2024-08-19,Muffin,21,6.95,145.95
2024-08-19,Croissant,24,7.21,173.04
2024-08-19,Sandwich,28,4.4,123.2
2024-08-19,Cake,38,5.76,218.88
2024-08-19,Smoothie,34,3.52,119.68
2024-08-20,Coffee,12,5.14,61.68
2024-08-20,Tea,47,2.62,123.14
2024-08-20,Cappuccino,18,5.07,91.26
2024-08-20,Latte,23,5.6,128.8
2024-08-20,Espresso,11,3.94,43.34
2024-08-20,Muffin,30,3.31,99.3
2024-08-20,Croissant,8,3.86,30.88
2024-08-20,Sandwich,7,5.93,41.51
2024-08-20,Cake,49,3.74,183.26
2024-08-20,Smoothie,43,6.87,295.41
2024-08-21,Coffee,31,3.83,118.73
2024-08-21,Tea,45,7.98,359.1
2024-08-21,Cappuccino,11,5.34,58.74
2024-08-21,Latte,8,3.44,27.52
2024-08-21,Espresso,16,7.71,123.36
2024-08-21,Muffin,5,4.18,20.9
2024-08-21,Croissant,22,4.7,103.4
2024-08-21,Sandwich,31,4.09,126.79
2024-08-21,Cake,25,6.83,170.75
2024-08-21,Smoothie,24,3.35,80.4
2024-08-22,Coffee,23,7.64,175.72
2024-08-22,Tea,18,7.64,137.52
2024-08-22,Cappuccino,45,2.55,114.75
2024-08-22,Latte,21,5.07,106.47
2024-08-22,Espresso,13,7.22,93.86
2024-08-22,Muffin,41,4.0,164.0
2024-08-22,Croissant,27,7.42,200.34
2024-08-22,Sandwich,38,7.07,268.66
2024-08-22,Cake,50,7.97,398.5
2024-08-22,Smoothie,28,4.19,117.32
2024-08-23,Coffee,8,7.08,56.64
2024-08-23,Tea,23,5.38,123.74
2024-08-23,Cappuccino,43,6.12,263.16
2024-08-23,Latte,49,3.56,174.44
2024-08-23,Espresso,18,7.46,134.28
2024-08-23,Muffin,43,2.98,128.14
2024-08-23,Croissant,7,7.93,55.51
2024-08-23,Sandwich,10,6.9,69.0
2024-08-23,Cake,10,5.42,54.2
2024-08-23,Smoothie,45,2.61,117.45
2024-08-24,Coffee,48,6.31,302.88
2024-08-24,Tea,26,7.92,205.92
2024-08-24,Cappuccino,28,6.84,191.52
2024-08-24,Latte,29,4.6,133.4
2024-08-24,Espresso,7,3.17,22.19
2024-08-24,Muffin,9,4.52,40.68
2024-08-24,Croissant,31,3.22,99.82
2024-08-24,Sandwich,21,6.31,132.51
2024-08-24,Cake,20,5.54,110.8
2024-08-24,Smoothie,16,4.38,70.08
2024-08-25,Coffee,30,5.51,165.3
2024-08-25,Tea,20,4.23,84.6
2024-08-25,Cappuccino,40,3.58,143.2
2024-08-25,Latte,21,6.13,128.73
2024-08-25,Espresso,31,7.67,237.77
2024-08-25,Muffin,18,4.62,83.16
2024-08-25,Croissant,35,4.6,161.0
2024-08-25,Sandwich,24,6.88,165.12
2024-08-25,Cake,35,4.44,155.4
2024-08-25,Smoothie,10,6.03,60.3
2024-08-26,Coffee,9,5.7,51.3
2024-08-26,Tea,30,5.56,166.8
2024-08-26,Cappuccino,28,5.25,147.0
2024-08-26,Latte,31,6.93,214.83
2024-08-26,Espresso,19,2.84,53.96
2024-08-26,Muffin,5,3.4,17.0
2024-08-26,Croissant,38,2.77,105.26
2024-08-26,Sandwich,18,7.15,128.7
2024-08-26,Cake,50,5.23,261.5
2024-08-26,Smoothie,19,6.33,120.27
2024-08-27,Coffee,23,3.64,83.72
2024-08-27,Tea,18,3.48,62.64
2024-08-27,Cappuccino,42,4.46,187.32
2024-08-27,Latte,50,3.97,198.5
2024-08-27,Espresso,5,6.49,32.45
2024-08-27,Muffin,35,6.83,239.05
2024-08-27,Croissant,38,7.49,284.62
2024-08-27,Sandwich,25,6.35,158.75
2024-08-27,Cake,21,4.75,99.75
2024-08-27,Smoothie,31,5.22,161.82
2024-08-28,Coffee,24,3.89,93.36
2024-08-28,Tea,49,2.93,143.57
2024-08-28,Cappuccino,23,7.36,169.28
2024-08-28,Latte,46,3.95,181.7
2024-08-28,Espresso,49,7.69,376.81
2024-08-28,Muffin,28,5.24,146.72
2024-08-28,Croissant,19,4.81,91.39
2024-08-28,Sandwich,33,3.8,125.4
2024-08-28,Cake,12,3.94,47.28
2024-08-28,Smoothie,27,3.36,90.72
2024-08-29,Coffee,7,7.04,49.28
2024-08-29,Tea,15,7.09,106.35
2024-08-29,Cappuccino,8,5.79,46.32
2024-08-29,Latte,10,2.83,28.3
2024-08-29,Espresso,25,6.17,154.25
2024-08-29,Muffin,39,5.92,230.88
2024-08-29,Croissant,44,2.99,131.56
2024-08-29,Sandwich,44,2.59,113.96
2024-08-29,Cake,28,4.37,122.36
2024-08-29,Smoothie,10,6.39,63.9
2024-08-30,Coffee,18,4.84,87.12
2024-08-30,Tea,28,7.88,220.64
2024-08-30,Cappuccino,44,5.58,245.52
2024-08-30,Latte,35,3.14,109.9
2024-08-30,Espresso,13,3.62,47.06
2024-08-30,Muffin,45,7.31,328.95
2024-08-30,Croissant,18,5.51,99.18
2024-08-30,Sandwich,41,6.81,279.21
2024-08-30,Cake,47,4.62,217.14
2024-08-30,Smoothie,6,4.96,29.76
2024-08-31,Coffee,28,3.82,106.96
2024-08-31,Tea,8,6.5,52.0
2024-08-31,Cappuccino,10,6.36,63.6
2024-08-31,Latte,9,3.52,31.68
2024-08-31,Espresso,13,2.98,38.74
2024-08-31,Muffin,30,4.72,141.6
2024-08-31,Croissant,37,7.72,285.64
2024-08-31,Sandwich,34,3.62,123.08
2024-08-31,Cake,45,5.92,266.4
2024-08-31,Smoothie,35,2.59,90.65
2024-09-01,Coffee,26,6.54,170.04
2024-09-01,Tea,14,4.01,56.14
2024-09-01,Cappuccino,42,2.76,115.92
2024-09-01,Latte,46,6.54,300.84
2024-09-01,Espresso,19,7.22,137.18
2024-09-01,Muffin,19,7.88,149.72
2024-09-01,Croissant,25,4.0,100.0
2024-09-01,Sandwich,22,6.17,135.74
2024-09-01,Cake,36,6.29,226.44
2024-09-01,Smoothie,41,4.34,177.94
2024-09-02,Coffee,6,3.03,18.18
2024-09-02,Tea,47,6.19,290.93
2024-09-02,Cappuccino,8,7.41,59.28
2024-09-02,Latte,25,3.43,85.75
2024-09-02,Espresso,41,5.44,223.04
2024-09-02,Muffin,32,5.64,180.48
2024-09-02,Croissant,25,4.69,117.25
2024-09-02,Sandwich,42,4.09,171.78
2024-09-02,Cake,44,6.55,288.2
2024-09-02,Smoothie,47,6.56,308.32
2024-09-03,Coffee,33,7.01,231.33
2024-09-03,Tea,9,6.5,58.5
2024-09-03,Cappuccino,36,3.78,136.08
2024-09-03,Latte,23,5.39,123.97
2024-09-03,Espresso,16,6.4,102.4
2024-09-03,Muffin,41,3.12,127.92
2024-09-03,Croissant,39,3.21,125.19
2024-09-03,Sandwich,16,2.89,46.24
2024-09-03,Cake,13,4.75,61.75
2024-09-03,Smoothie,27,6.78,183.06
2024-09-04,Coffee,7,7.4,51.8
2024-09-04,Tea,25,5.89,147.25
2024-09-04,Cappuccino,38,3.17,120.46
2024-09-04,Latte,37,4.58,169.46
2024-09-04,Espresso,17,5.0,85.0
2024-09-04,Muffin,23,7.54,173.42
2024-09-04,Croissant,25,5.53,138.25
2024-09-04,Sandwich,22,6.85,150.7
2024-09-04,Cake,47,3.42,160.74
2024-09-04,Smoothie,9,6.13,55.17
2024-09-05,Coffee,32,2.96,94.72
2024-09-05,Tea,17,7.11,120.87
2024-09-05,Cappuccino,28,4.13,115.64
2024-09-05,Latte,32,5.02,160.64
2024-09-05,Espresso,50,3.11,155.5
2024-09-05,Muffin,9,6.15,55.35
2024-09-05,Croissant,45,5.63,253.35
2024-09-05,Sandwich,34,4.71,160.14
2024-09-05,Cake,10,6.23,62.3
2024-09-05,Smoothie,50,4.36,218.0
2024-09-06,Coffee,27,3.65,98.55
2024-09-06,Tea,12,7.5,90.0
2024-09-06,Cappuccino,5,4.88,24.4
2024-09-06,Latte,15,7.42,111.3
2024-09-06,Espresso,37,4.46,165.02
2024-09-06,Muffin,24,5.16,123.84
2024-09-06,Croissant,22,7.0,154.0
2024-09-06,Sandwich,14,4.69,65.66
2024-09-06,Cake,5,7.48,37.4
2024-09-06,Smoothie,46,6.31,290.26
2024-09-07,Coffee,36,6.38,229.68
2024-09-07,Tea,27,6.77,182.79
2024-09-07,Cappuccino,15,6.19,92.85
2024-09-07,Latte,14,7.09,99.26
2024-09-07,Espresso,37,4.0,148.0
2024-09-07,Muffin,20,6.07,121.4
2024-09-07,Croissant,46,4.09,188.14
2024-09-07,Sandwich,15,6.04,90.6
2024-09-07,Cake,34,7.83,266.22
2024-09-07,Smoothie,26,3.84,99.84
2024-09-08,Coffee,29,6.99,202.71
2024-09-08,Tea,16,7.16,114.56
2024-09-08,Cappuccino,41,5.93,243.13
2024-09-08,Latte,21,3.53,74.13
2024-09-08,Espresso,24,7.26,174.24
2024-09-08,Muffin,6,4.83,28.98
2024-09-08,Croissant,44,3.23,142.12
2024-09-08,Sandwich,16,4.11,65.76
2024-09-08,Cake,50,5.72,286.0
2024-09-08,Smoothie,8,6.32,50.56
2024-09-09,Coffee,46,2.56,117.76
2024-09-09,Tea,24,7.44,178.56
2024-09-09,Cappuccino,47,6.1,286.7
2024-09-09,Latte,17,7.88,133.96
2024-09-09,Espresso,38,5.66,215.08
2024-09-09,Muffin,5,6.07,30.35
